Author-作者,Title-题名,Source-刊名,Year-年,Roll-卷,Period-期,PageCount-页码
刘玉芳,维权需要提高工会干部的素质,兵团工运,2003,,10,"""43"""
沈黎;,首例状告工会不维权案及启示,工友,2003,,10,"""12-14"""
黄海霞,强化工会的维权职能,瞭望新闻周刊,2003,,39,"""34"""
李沛立 ;孙杉,创新维权服务理念 维护职工合法权益,兵团工运,2003,,9,"""26"""
徐书玉,维权亲和凝民心——记一三一团工会维护职工权益二三事,兵团工运,2003,,7,"""21"""
王延宁,浅谈我国就业面临的问题和扩大劳动就业途径,天津市工会管理干部学院学报,2003,,2,"""33-35"""
宋秀芳,依法维权是《工会法》的核心和精粹,辽宁行政学院学报,2003,,3,"""25-26"""
缪春和,工会维权要多为职工“遮风避寒”,胜利油田党校学报,2003,,3,"""99-100"""
张秀君 ;安亚彬,关于高校工会维权问题的思考,中国职工教育,2003,,5,"""43-44"""
吴振中,工会“维权”要向职工精神文化权益延伸,中国职工教育,2003,,2,"""43-44"""
李军 ;拜芳,维权是工会的基本职责,兵团工运,2003,,1,"""11"""
许晓树,新形势下工会组织如何更好地提高维权能力,当代建设,2003,,6,"""140"""
沈琴琴,中国劳动关系的变革与工会工作的主要目标,工会理论与实践.中国工运学院学报,2003,,6,"""1-6"""
刘元文;高红霞,产权改革后国有企业工会工作基本状况,工会理论与实践.中国工运学院学报,2003,,6,"""18-20"""
程立达,维权:工会工作的出发点与落脚点,特区理论与实践,2003,,12,"""62-63"""
张建平 ;刘铮,私企工会:想维权却怕被解雇,政工研究动态,2003,,22,"""18"""
柳溪;,“维权”是图的顾锡明——湖北省劳动模范、全国优秀工会工作者、中建三局工会主席顾锡明印象,工友,2003,,11,"""30-31"""
徐钦融,做员工利益的代表——浅谈国企工会的维权工作,广西经贸,2003,,9,"""44-43"""
张黎;赵光,创建学习型工会组织重在维权能力的提高,中国工运,2003,,10,"""38"""
夏波光;,农民工入工会寻求维权新途径,中国社会保障,2003,,10,"""59-61"""
屈德润,强化企业工会依法维权工作的思考,中国工运,2003,,9,"""32"""
,地方工会谈维权,中国改革,2003,,9,"""16-17"""
桑振敏,新时期高校工会维护教职工合法权益的探讨,韶关学院学报(社会科学版),2003,,8,"""48-50"""
本刊编辑部,提高维权能力 履行基本职责,兵团工运,2003,,8,"""1"""
梁伟,工会履行维权职能的途径,中国石化,2003,,7,"""36-37"""
张凤歧,探索维权新途径 坚持送法到基层——黑龙江省绥化垦区工会开展“送法上门”活动的调查,中国农垦,2003,,7,"""25-26"""
杨桂敏,贯彻“十六大”精神高扬工会的维权旗帜,天津市工会管理干部学院学报,2003,,2,"""15-17"""
,努力提高工会的维权能力和水平,中国工运,2003,,6,"""29"""
贺洁 ;金丽华,维护是工会工作的定盘星——记“齐鲁十佳维权卫士”、齐鲁石化公司工会主席秦建新,中国工运,2003,,5,"""36-37"""
周立群;,适应形势发展 创新维权机制——省工会“九大”以来职工民主管理工作回顾,工友,2003,,5,"""16-17"""
胡建兵,一个工会主席的维权经历,中国工运,2003,,2,"""38-39"""
柯乔;,职工政治民主权利同属维权范畴,工友,2003,,2,"""30"""
,北京市顺义区工会“爱心维权行动”扎实有成效,工会博览,2003,,3,"""10-11"""
郑海涛;李珍,北京市顺义区工会大力实施“爱心维权工程”,工会博览,2003,,3,"""27"""
马文选;牛桂英,依法维权 依法治会 建设名副其实的职工之家 北京建工集团工会第一次代表大会召开,工会博览,2003,,1,"""57"""
杜德鱼;钟学忠;谷爱仙,关于教师合法权益保障问题的若干法律思考,陕西师范大学学报(哲学社会科学版),2003,,S1,251-255
顾家训;朱爱进,对银行基层工会基本职责的认识与思考,现代金融,2003,,12,46
张熙,寻找失落的声音——一份关于工会问题的调查报告,中国改革,2003,,9,12
王华虎;,"对立, 才能统一——十堰市总工会依法维权纪实",工友,2003,,8,6月18日
刘雪花;,强化工会的维护职能,企业家天地,2003,,7,32-33
马建才;,不断完善劳动关系协调机制 努力健全工会法律保障体系——全省工会法律和集体合同工作五年回顾,工友,2003,,6,16-17
吴玉文,完善预警机制 构建维权工程,天津市工会管理干部学院学报,2003,,1,20-22
汪清理,工会干部要“自身过得硬”,工会论坛(山东省工会管理干部学院学报),2003,,6,12
王元宁,认真实践“三个代表”思想做职工利益的代表者和维护者,桂海论丛,2003,,S1,16-17
国豪,为实现世界级现代电信企业集团目标作贡献——中国电信集团工会工作纪实,中国职工教育,2003,,S1,26-27
黄河涛;赵健杰,在“牵线”与“搭桥”中实现依法维权——记大连开发区总工会协助政府处理大连万事通公司欠薪事件,工会理论与实践.中国工运学院学报,2003,,6,50-53
杜雨田,以“三个代表”为指导做好新形势下的工会工作,工会博览,2003,,24,7月9日
,各地工运信息,中国工运,2003,,12,46-47
刘国斌,他们为何上“黑名单”,两岸关系,2003,,12,38-39
马旭光,立足实践 创新思路 努力开创工会工作新局面,工会论坛(山东省工会管理干部学院学报),2003,,5,24-25
郭东平,学习“三个代表”重要思想与工会工作,山东省青年管理干部学院学报,2003,,5,117-118
,2003年(第16卷)总目录,胜利油田党校学报,2003,,6,113-120
段文钧;毕逸明,维护困难职工权益要进一步完善帮扶机制,中国工运,2003,,11,31
蓝中成,“维权”要坚持“二维论”,思想政治工作研究,2003,,11,41
祁崇兆,关心维护的措施要创新,思想政治工作研究,2003,,11,47
刘阁臣,认真学习贯彻“三个代表”重要思想 全心全意为职工服务,中国工会财会,2003,,11,16-17
,北京西单友谊集团工会开展《实施〈工会法〉办法》自查活动,工会博览,2003,,20,58
包敏雯,青海省西宁市“两院”为农民工开辟“维权绿色通道”,工会博览,2003,,19,29
张丽香,北京市公交总公司对《北京市实施〈工会法〉办法》进行自查,工会博览,2003,,19,32
陈碧珠,浅议高职院工会组织的任务,常州信息职业技术学院学报,2003,,3,7-8+24
李彦,国企工会履行基本职责刍议,工会论坛(山东省工会管理干部学院学报),2003,,4,7月8日
赵剑锋,学习贯彻《工会法》 维护企业职工合法权益,工会论坛(山东省工会管理干部学院学报),2003,,4,13-28
李文学,北京市东城区工会依靠三方协商机制为职工排忧解难,工会博览,2003,,18,10月12日
刘惠君,维护民营企业职工合法权益探讨,经济师,2003,,9,245-246
周寿成,围绕“三力”作好工会工作,思想政治工作研究,2003,,9,20-21
寿华军,北京市东城区开通区街两级“职工维权热线电话”,工会博览,2003,,17,65
黄赫平 ;王启生,有“为”才有“位” 创新促发展,化工管理,2003,,8,53
孙建伟,与时俱进 推动职代会依法维权的新发展,工会论坛(山东省工会管理干部学院学报),2003,,3,28-29
乔健,入世对我国工会的影响及因应对策,中国党政干部论坛,2003,,7,22-25
刘和生,对工会工作几个重大现实问题的思考,中国工运,2003,,6,27-28
李贺,用十六大精神指导企业工会工作创新,石油政工研究,2003,,3,8月9日
,苏立清谈做好教科文卫体工会工作,中国工运,2003,,5,25
王全有,构建学习型组织 发挥工会职能,煤炭企业管理,2003,,5,52
叶毅,略论工资集体协商——考察江苏工资集体协商工作所引发的思考,工会理论与实践.中国工运学院学报,2003,,2,20-22
高秀芳,实践“三个代表”创新工会工作,辽宁行政学院学报,2003,,2,108-109
刘惠君,国有企业改制后职工合法权益的维护,重庆工商大学学报(社会科学版),2003,,2,106-108
张俊九,在全面建设小康社会的历史进程中充分发挥女职工的作用,中国工运,2003,,4,6月7日
张作光,学习写作的几点体会,中国工会财会,2003,,4,38
齐太生,增强党的阶级基础 落实党的“依靠”方针,工会论坛(山东省工会管理干部学院学报),2003,,1,6月8日
郭晓平,知识经济时代高校工会工作定位浅析,工会论坛(山东省工会管理干部学院学报),2003,,1,56
鲁沂,“学习、宣传、贯彻《工会法》”征文颁奖会举行,工会博览,2003,,6,13
陈丽琴,转变观念 开拓创新——新时期工会工作的内容探讨,经营与管理,2003,,3,47-48
孙守权,破解工会工作“三大难题”的强大法律武器,中国工会财会,2003,,3,35-36
王如华,城市工会工作的新领域——社区工会,工会理论与实践.中国工运学院学报,2003,,1,38-40
严卫东,北京市国防工会召开四届三次委员(扩大)会议,工会博览,2003,,4,33
包信宝,用党的十六大精神统揽工会工作,中国工运,2003,,2,11月12日
杨维华;李友生,创新工会工作的思考,中国工运,2003,,2,29
王英,开展创建活动 加强乡镇工会建设,中国工运,2003,,2,30
,完善预警机制 构建维权工程,中国工运,2003,,1,35
,来稿摘登,中国工运,2003,,1,44-45
江月,工会是参与解决就业问题的重要社会力量——国外工会的一些做法和经验,工会博览,2003,,1,43-45
孙继存,北京市西城区工会2002年各项工作再上新台阶,工会博览,2003,,1,61
汪清理,工会干部要“自身过得硬”,工会论坛(山东省工会管理干部学院学报),2003,,6,12
王元宁,认真实践“三个代表”思想做职工利益的代表者和维护者,桂海论丛,2003,,S1,16-17
国豪,为实现世界级现代电信企业集团目标作贡献——中国电信集团工会工作纪实,中国职工教育,2003,,S1,26-27
黄河涛;赵健杰,在“牵线”与“搭桥”中实现依法维权——记大连开发区总工会协助政府处理大连万事通公司欠薪事件,工会理论与实践.中国工运学院学报,2003,,6,50-53
杜雨田,以“三个代表”为指导做好新形势下的工会工作,工会博览,2003,,24,7月9日
,各地工运信息,中国工运,2003,,12,46-47
王勇,二十九团工会建立联系日制度解民愿,兵团工运,2003,,12,20
一民;,关于非公企业工会工作的若干思考,工会理论研究.上海工会管理干部学院学报,2003,,6,10月12日
任贤胜;,正确认识新时期工会基本职责,工会理论研究.上海工会管理干部学院学报,2003,,6,30-32
刘国斌,他们为何上“黑名单”,两岸关系,2003,,12,38-39
马旭光,立足实践 创新思路 努力开创工会工作新局面,工会论坛(山东省工会管理干部学院学报),2003,,5,24-25
郭东平,学习“三个代表”重要思想与工会工作,山东省青年管理干部学院学报,2003,,5,117-118
,2003年(第16卷)总目录,胜利油田党校学报,2003,,6,113-120
段文钧;毕逸明,维护困难职工权益要进一步完善帮扶机制,中国工运,2003,,11,31
荣建国,维护职工利益 密切党群干群关系,兵团工运,2003,,11,27
蓝中成,“维权”要坚持“二维论”,思想政治工作研究,2003,,11,41
祁崇兆,关心维护的措施要创新,思想政治工作研究,2003,,11,47
,维护职工权益升格为基本职责,政工研究动态,2003,,21,22
刘阁臣,认真学习贯彻“三个代表”重要思想 全心全意为职工服务,中国工会财会,2003,,11,16-17
,北京西单友谊集团工会开展《实施〈工会法〉办法》自查活动,工会博览,2003,,20,58
杜仁伟;,坚持与时俱进 推进基层民主建设,工会理论研究.上海工会管理干部学院学报,2003,,5,4月6日
袁良泽;,权益之计 在于载体 ——十堰市推行区域(行业)职代会制度建设纪实,工友,2003,,10,30-32
陈淑芬;,认真贯彻落实“三个代表”重要思想 努力推动工会工作的创新与发展,南方论刊,2003,,10,8月10日
任良宏;,浅谈生产要素按贡献参与分配,天然气经济,2003,,5,43-45+79
包敏雯,青海省西宁市“两院”为农民工开辟“维权绿色通道”,工会博览,2003,,19,29
张丽香,北京市公交总公司对《北京市实施〈工会法〉办法》进行自查,工会博览,2003,,19,32
陈碧珠,浅议高职院工会组织的任务,常州信息职业技术学院学报,2003,,3,7-8+24
李彦,国企工会履行基本职责刍议,工会论坛(山东省工会管理干部学院学报),2003,,4,7月8日
赵剑锋,学习贯彻《工会法》 维护企业职工合法权益,工会论坛(山东省工会管理干部学院学报),2003,,4,13-28
李文学,北京市东城区工会依靠三方协商机制为职工排忧解难,工会博览,2003,,18,10月12日
刘惠君,维护民营企业职工合法权益探讨,经济师,2003,,9,245-246
王忠军,关于加强团场工会依法履行维护职能的思考,兵团工运,2003,,9,13
,湖北省工会“十大”解读,工友,2003,,9,4月6日
